contractSymbol,lastTradeDate,spx_close,vix_close,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPXW250721C06260000,2025-07-21 19:59:24+00:00,6305.60009765625,16.649999618530273,6260.0,46.62,44.0,47.3,6.039997,14.8841715,625.0,945,0.10843787078857423,True,REGULAR,USD
SPXW250721C06265000,2025-07-21 19:58:35+00:00,6305.60009765625,16.649999618530273,6265.0,39.98,39.0,41.2,3.75,10.350538,303.0,259,0.07734076965332033,True,REGULAR,USD
SPXW250721C06270000,2025-07-21 19:58:48+00:00,6305.60009765625,16.649999618530273,6270.0,35.08,34.0,37.3,3.3100014,10.418637,811.0,1575,0.0906768179321289,True,REGULAR,USD
SPXW250721C06275000,2025-07-21 19:58:48+00:00,6305.60009765625,16.649999618530273,6275.0,30.4,29.0,32.3,2.2999992,8.185051,953.0,636,0.08149111877441408,True,REGULAR,USD
SPXW250721C06280000,2025-07-21 19:58:48+00:00,6305.60009765625,16.649999618530273,6280.0,27.0,25.1,27.3,2.6299992,10.791953,1910.0,700,0.07206128143310547,True,REGULAR,USD
SPXW250721C06285000,2025-07-21 19:59:43+00:00,6305.60009765625,16.649999618530273,6285.0,21.5,19.7,22.3,0.79999924,3.8647304,1566.0,670,0.062295754089355476,True,REGULAR,USD
SPXW250721C06290000,2025-07-21 19:59:34+00:00,6305.60009765625,16.649999618530273,6290.0,15.9,14.5,17.0,-1.4700012,-8.462873,3190.0,1604,0.048547722625732426,True,REGULAR,USD
SPXW250721C06295000,2025-07-21 19:59:47+00:00,6305.60009765625,16.649999618530273,6295.0,10.2,10.2,11.8,-4.12,-28.77095,3660.0,1882,0.03589831298828124,True,REGULAR,USD
SPXW250721C06300000,2025-07-21 19:59:58+00:00,6305.60009765625,16.649999618530273,6300.0,5.78,5.8,6.0,-5.7400002,-49.826385,10485.0,3407,0.01609260284423828,True,REGULAR,USD
SPXW250721C06305000,2025-07-21 19:59:59+00:00,6305.60009765625,16.649999618530273,6305.0,0.85,0.9,1.0,-8.259999,-90.66959,15957.0,1270,0.004984315490722656,True,REGULAR,USD
SPXW250721C06310000,2025-07-21 19:59:58+00:00,6305.60009765625,16.649999618530273,6310.0,0.05,0.0,0.05,-7.0499997,-99.29578,40709.0,1872,0.007944490966796877,False,REGULAR,USD
SPXW250721C06315000,2025-07-21 19:59:47+00:00,6305.60009765625,16.649999618530273,6315.0,0.03,0.0,0.05,-5.27,-99.43396,52000.0,1393,0.014780360107421876,False,REGULAR,USD
SPXW250721C06320000,2025-07-21 19:59:51+00:00,6305.60009765625,16.649999618530273,6320.0,0.02,0.0,0.05,-3.96,-99.49749,75876.0,3046,0.02112795288085938,False,REGULAR,USD
SPXW250721C06325000,2025-07-21 19:58:57+00:00,6305.60009765625,16.649999618530273,6325.0,0.03,0.0,0.05,-2.97,-99.0,88620.0,2124,0.027231407470703125,False,REGULAR,USD
SPXW250721C06330000,2025-07-21 19:59:38+00:00,6305.60009765625,16.649999618530273,6330.0,0.02,0.0,0.05,-2.1,-99.0566,145395.0,2446,0.03321279296875,False,REGULAR,USD
SPXW250721C06335000,2025-07-21 19:58:49+00:00,6305.60009765625,16.649999618530273,6335.0,0.05,0.0,0.05,-1.45,-96.666664,152157.0,1645,0.03895004028320312,False,REGULAR,USD
SPXW250721C06340000,2025-07-21 19:59:34+00:00,6305.60009765625,16.649999618530273,6340.0,0.04,0.0,0.05,-0.99999994,-96.15384,146507.0,5195,0.04468728759765625,False,REGULAR,USD
SPXW250721C06345000,2025-07-21 19:59:58+00:00,6305.60009765625,16.649999618530273,6345.0,0.05,0.0,0.05,-0.65,-92.85715,74337.0,2221,0.0503024658203125,False,REGULAR,USD
SPXW250721C06350000,2025-07-21 19:59:38+00:00,6305.60009765625,16.649999618530273,6350.0,0.03,0.0,0.05,-0.42,-93.333336,64514.0,4266,0.055673505859375,False,REGULAR,USD
SPXW250721C06355000,2025-07-21 19:58:48+00:00,6305.60009765625,16.649999618530273,6355.0,0.03,0.0,0.05,-0.3,-90.909096,47641.0,1793,0.06128868408203126,False,REGULAR,USD
