contractSymbol,lastTradeDate,spx_close,vix_close,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPXW250417P05235000,2025-04-17 19:59:58+00:00,5282.7001953125,29.649999618530273,5235.0,0.1,0.0,0.2,-26.43,-99.62306,15662.0,743,0.08643491699218751,False,REGULAR,USD
SPX250417P05240000,2025-04-16 20:11:50+00:00,5282.7001953125,29.649999618530273,5240.0,17.3,0.0,0.0,0.0,0.0,1421.0,1531,0.0312596875,False,REGULAR,USD
SPX250417P05245000,2025-04-16 20:00:38+00:00,5282.7001953125,29.649999618530273,5245.0,20.2,0.0,0.0,0.0,0.0,886.0,501,0.0312596875,False,REGULAR,USD
SPX250417P05250000,2025-04-16 20:14:29+00:00,5282.7001953125,29.649999618530273,5250.0,20.3,0.0,0.0,0.0,0.0,11055.0,10527,0.0312596875,False,REGULAR,USD
SPX250417P05255000,2025-04-16 20:01:52+00:00,5282.7001953125,29.649999618530273,5255.0,22.14,0.0,0.0,0.0,0.0,1533.0,964,0.015634843750000002,False,REGULAR,USD
SPXW250417P05260000,2025-04-17 19:59:20+00:00,5282.7001953125,29.649999618530273,5260.0,0.03,0.0,0.05,-34.27,-99.91254,29267.0,1226,0.037363142089843746,False,REGULAR,USD
SPXW250417P05265000,2025-04-17 19:59:44+00:00,5282.7001953125,29.649999618530273,5265.0,0.05,0.0,0.05,-37.47,-99.86674,31677.0,1324,0.030161065673828126,False,REGULAR,USD
SPXW250417P05270000,2025-04-17 19:59:58+00:00,5282.7001953125,29.649999618530273,5270.0,0.05,0.0,0.05,-39.440002,-99.87339,40344.0,896,0.02271485107421875,False,REGULAR,USD
SPXW250417P05275000,2025-04-17 19:59:49+00:00,5282.7001953125,29.649999618530273,5275.0,0.03,0.0,0.05,-40.54,-99.876816,44952.0,1505,0.014902429199218751,False,REGULAR,USD
SPXW250417P05280000,2025-04-17 19:59:58+00:00,5282.7001953125,29.649999618530273,5280.0,0.05,0.0,0.05,-41.75,-99.88039,51163.0,1193,0.006418627319335938,False,REGULAR,USD
SPX250417P05285000,2025-04-16 20:14:20+00:00,5282.7001953125,29.649999618530273,5285.0,32.4,0.0,0.0,0.0,0.0,466.0,490,1.0000000000000003e-05,True,REGULAR,USD
SPX250417P05290000,2025-04-16 20:10:19+00:00,5282.7001953125,29.649999618530273,5290.0,39.8,0.0,0.0,0.0,0.0,1225.0,602,1.0000000000000003e-05,True,REGULAR,USD
SPXW250417P05295000,2025-04-17 19:59:55+00:00,5282.7001953125,29.649999618530273,5295.0,11.1,11.3,13.2,-37.6,-77.04918,26535.0,1392,0.04255107849121094,True,REGULAR,USD
SPXW250417P05300000,2025-04-17 19:59:55+00:00,5282.7001953125,29.649999618530273,5300.0,16.4,15.4,18.0,-35.269997,-68.65875,51632.0,4316,0.04999729309082032,True,REGULAR,USD
SPX250417P05305000,2025-04-16 20:06:48+00:00,5282.7001953125,29.649999618530273,5305.0,43.87,0.0,0.0,0.0,0.0,1167.0,1009,1.0000000000000003e-05,True,REGULAR,USD
SPX250417P05310000,2025-04-16 20:06:14+00:00,5282.7001953125,29.649999618530273,5310.0,46.52,0.0,0.0,0.0,0.0,1934.0,3241,1.0000000000000003e-05,True,REGULAR,USD
SPX250417P05315000,2025-04-16 20:03:24+00:00,5282.7001953125,29.649999618530273,5315.0,49.78,0.0,0.0,0.0,0.0,904.0,516,1.0000000000000003e-05,True,REGULAR,USD
SPXW250417P05320000,2025-04-17 19:59:47+00:00,5282.7001953125,29.649999618530273,5320.0,37.0,35.3,45.0,-26.7,-41.915226,11822.0,388,0.19304701004028318,True,REGULAR,USD
SPX250417P05325000,2025-04-16 20:11:15+00:00,5282.7001953125,29.649999618530273,5325.0,60.18,0.0,0.0,0.0,0.0,3278.0,4515,1.0000000000000003e-05,True,REGULAR,USD
SPX250417P05330000,2025-04-16 20:03:58+00:00,5282.7001953125,29.649999618530273,5330.0,58.55,0.0,0.0,0.0,0.0,1576.0,2588,1.0000000000000003e-05,True,REGULAR,USD
