contractSymbol,lastTradeDate,spx_close,vix_close,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,date,option_type,filename
SPXW250505P05665000,2025-05-05 19:59:59+00:00,5650.3798828125,23.63999938964844,5665.0,14.4,14.4,15.2,-2.2800007,-13.669068,51685.0,329.0,0.0393162475585937,True,REGULAR,USD,2025-05-05,put,spx_0dte_puts_20250505_2055.csv
SPXW250505P05670000,2025-05-05 19:59:58+00:00,5650.3798828125,23.63999938964844,5670.0,19.83,18.2,20.5,1.6800003,9.2562,65837.0,686.0,0.0545443667602539,True,REGULAR,USD,2025-05-05,put,spx_0dte_puts_20250505_2055.csv
SPXW250505P05675000,2025-05-05 19:58:07+00:00,5650.3798828125,23.63999938964844,5675.0,24.4,23.4,27.2,4.6000004,23.232327,33989.0,475.0,0.0901580242919922,True,REGULAR,USD,2025-05-05,put,spx_0dte_puts_20250505_2055.csv
SPXW250505P05680000,2025-05-05 19:57:18+00:00,5650.3798828125,23.63999938964844,5680.0,29.6,26.5,32.2,7.1000004,31.55556,18456.0,479.0,0.1014494152832031,True,REGULAR,USD,2025-05-05,put,spx_0dte_puts_20250505_2055.csv
SPXW250505P05685000,2025-05-05 19:59:59+00:00,5650.3798828125,23.63999938964844,5685.0,34.5,32.5,37.2,9.700001,39.112907,5762.0,830.0,0.1124051162719726,True,REGULAR,USD,2025-05-05,put,spx_0dte_puts_20250505_2055.csv
SPXW250505P05690000,2025-05-05 19:58:53+00:00,5650.3798828125,23.63999938964844,5690.0,39.55,36.5,42.2,13.279999,50.551956,3164.0,732.0,0.12305564453125,True,REGULAR,USD,2025-05-05,put,spx_0dte_puts_20250505_2055.csv
SPXW250505P05695000,2025-05-05 19:57:56+00:00,5650.3798828125,23.63999938964844,5695.0,42.63,41.5,47.2,16.45,62.83423,1061.0,241.0,0.1334315173339843,True,REGULAR,USD,2025-05-05,put,spx_0dte_puts_20250505_2055.csv
SPXW250505P05700000,2025-05-05 19:57:18+00:00,5650.3798828125,23.63999938964844,5700.0,50.3,46.5,52.2,19.5,63.31169,2316.0,1132.0,0.1436242864990234,True,REGULAR,USD,2025-05-05,put,spx_0dte_puts_20250505_2055.csv
SPXW250313C05500000,2025-03-13 19:59:02+00:00,5521.52001953125,24.65999984741211,5500.0,20.41,19.0,25.9,-79.05,-79.47919,4401.0,129.0,0.1064237307739257,True,REGULAR,USD,2025-03-13,call,spx_0dte_calls_20250313_2055.csv
SPXW250313C05505000,2025-03-13 19:59:34+00:00,5521.52001953125,24.65999984741211,5505.0,16.2,15.8,17.5,-77.67999,-82.74393,2670.0,57.0,0.051217984008789,True,REGULAR,USD,2025-03-13,call,spx_0dte_calls_20250313_2055.csv
SPXW250313C05510000,2025-03-13 19:59:58+00:00,5521.52001953125,24.65999984741211,5510.0,10.6,10.6,12.4,-89.79,-89.44118,6819.0,22.0,0.0387364193725585,True,REGULAR,USD,2025-03-13,call,spx_0dte_calls_20250313_2055.csv
SPXW250313C05520000,2025-03-13 19:59:45+00:00,5521.52001953125,24.65999984741211,5520.0,0.9,1.0,1.4,-89.5,-99.004425,20964.0,26.0,1.0000000000000004e-05,True,REGULAR,USD,2025-03-13,call,spx_0dte_calls_20250313_2055.csv
SPXW250313C05525000,2025-03-13 19:59:59+00:00,5521.52001953125,24.65999984741211,5525.0,0.07,0.05,0.1,-78.78,-99.911224,17119.0,88.0,0.008798974609375,False,REGULAR,USD,2025-03-13,call,spx_0dte_calls_20250313_2055.csv
SPXW250313C05530000,2025-03-13 19:59:56+00:00,5521.52001953125,24.65999984741211,5530.0,0.03,0.0,0.05,-74.82,-99.95992,25031.0,94.0,0.0155127746582031,False,REGULAR,USD,2025-03-13,call,spx_0dte_calls_20250313_2055.csv
SPXW250313C05535000,2025-03-13 19:59:42+00:00,5521.52001953125,24.65999984741211,5535.0,0.02,0.0,0.05,-70.66,-99.97171,22487.0,72.0,0.0228369201660156,False,REGULAR,USD,2025-03-13,call,spx_0dte_calls_20250313_2055.csv
