contractSymbol,lastTradeDate,spx_close,vix_close,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPXW250317C05630000,2025-03-17 19:56:36+00:00,5675.1201171875,20.510000228881836,5630.0,48.0,43.4,48.7,23.87,98.92251,4762.0,685.0,0.14995662063598636,True,REGULAR,USD
SPXW250317C05635000,2025-03-17 19:58:28+00:00,5675.1201171875,20.510000228881836,5635.0,41.4,38.2,43.7,19.500002,75.522865,6255.0,470.0,0.1388025573730469,True,REGULAR,USD
SPXW250317C05640000,2025-03-17 19:59:25+00:00,5675.1201171875,20.510000228881836,5640.0,37.0,33.4,38.7,17.87,94.700584,11098.0,1428.0,0.12738909729003906,True,REGULAR,USD
SPXW250317C05645000,2025-03-17 19:59:56+00:00,5675.1201171875,20.510000228881836,5645.0,30.03,28.2,33.7,12.92,75.51139,12680.0,1222.0,0.11570098175048829,True,REGULAR,USD
SPXW250317C05650000,2025-03-17 19:59:25+00:00,5675.1201171875,20.510000228881836,5650.0,26.82,23.2,28.0,11.719999,78.86944,29181.0,2332.0,0.09513233978271486,True,REGULAR,USD
SPXW250317C05655000,2025-03-17 19:58:25+00:00,5675.1201171875,20.510000228881836,5655.0,20.17,18.2,23.7,6.6800003,38.56813,25115.0,597.0,0.0911345770263672,True,REGULAR,USD
SPXW250317C05660000,2025-03-17 19:59:57+00:00,5675.1201171875,20.510000228881836,5660.0,15.6,14.8,16.8,3.96,34.02062,35478.0,853.0,0.05652798950195313,True,REGULAR,USD
SPXW250317C05665000,2025-03-17 19:59:57+00:00,5675.1201171875,20.510000228881836,5665.0,10.6,10.0,12.0,0.6000004,6.000004,30798.0,1088.0,0.04667091033935547,True,REGULAR,USD
SPXW250317C05670000,2025-03-17 19:59:59+00:00,5675.1201171875,20.510000228881836,5670.0,6.0,5.0,7.7,-2.8500004,-32.203392,47443.0,2170.0,0.03969771347045899,True,REGULAR,USD
SPXW250317C05675000,2025-03-17 19:59:59+00:00,5675.1201171875,20.510000228881836,5675.0,1.58,0.65,2.15,-6.02,-81.90476,46036.0,1014.0,0.017618466491699222,True,REGULAR,USD
SPXW250317C05680000,2025-03-17 19:59:59+00:00,5675.1201171875,20.510000228881836,5680.0,0.05,0.0,0.05,-6.46,-99.53775,65296.0,4857.0,0.00953138916015625,False,REGULAR,USD
SPXW250317C05685000,2025-03-17 19:59:58+00:00,5675.1201171875,20.510000228881836,5685.0,0.03,0.0,0.05,-5.56,-99.108734,56955.0,4013.0,0.017099672851562504,False,REGULAR,USD
SPXW250317C05690000,2025-03-17 19:59:51+00:00,5675.1201171875,20.510000228881836,5690.0,0.03,0.0,0.05,-4.68,-99.36305,67037.0,1122.0,0.024179680175781253,False,REGULAR,USD
SPXW250317C05695000,2025-03-17 19:59:54+00:00,5675.1201171875,20.510000228881836,5695.0,0.03,0.0,0.05,-3.91,-99.23858,63786.0,1011.0,0.030893480224609377,False,REGULAR,USD
SPXW250317C05700000,2025-03-17 19:59:40+00:00,5675.1201171875,20.510000228881836,5700.0,0.04,0.0,0.05,-3.3,-98.8024,133623.0,5710.0,0.037485211181640624,False,REGULAR,USD
SPXW250317C05705000,2025-03-17 19:59:36+00:00,5675.1201171875,20.510000228881836,5705.0,0.05,0.0,0.05,-2.77,-98.22695,65399.0,641.0,0.043954873046874995,False,REGULAR,USD
SPXW250317C05710000,2025-03-17 19:59:44+00:00,5675.1201171875,20.510000228881836,5710.0,0.02,0.0,0.05,-2.28,-99.13044,70059.0,3161.0,0.0503024658203125,False,REGULAR,USD
SPXW250317C05715000,2025-03-17 19:59:44+00:00,5675.1201171875,20.510000228881836,5715.0,0.03,0.0,0.05,-1.87,-98.42105,40538.0,1761.0,0.056405920410156254,False,REGULAR,USD
SPXW250317C05720000,2025-03-17 19:58:51+00:00,5675.1201171875,20.510000228881836,5720.0,0.05,0.0,0.05,-1.5,-96.77419,44736.0,3362.0,0.062509375,False,REGULAR,USD
SPXW250317C05725000,2025-03-17 19:59:17+00:00,5675.1201171875,20.510000228881836,5725.0,0.03,0.0,0.05,-1.23,-97.61905,26881.0,2742.0,0.06861282958984377,False,REGULAR,USD
