contractSymbol,lastTradeDate,spx_close,vix_close,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPXW250422C05240000,2025-04-22 19:59:29+00:00,5287.759765625,30.56999969482422,5240.0,49.18,44.8,50.6,41.08,507.16058,13721.0,403,0.1552208502197266,True,REGULAR,USD
SPXW250422C05245000,2025-04-22 19:58:42+00:00,5287.759765625,30.56999969482422,5245.0,44.2,38.6,48.5,36.64,387.31503,13198.0,375,0.18518881225585934,True,REGULAR,USD
SPXW250422C05250000,2025-04-22 19:59:05+00:00,5287.759765625,30.56999969482422,5250.0,36.7,34.8,40.4,30.0,326.08694,39134.0,2251,0.1290980645751953,True,REGULAR,USD
SPXW250422C05255000,2025-04-22 19:59:02+00:00,5287.759765625,30.56999969482422,5255.0,30.4,29.8,34.4,24.349998,235.49321,22042.0,293,0.1009306216430664,True,REGULAR,USD
SPXW250422C05260000,2025-04-22 19:59:21+00:00,5287.759765625,30.56999969482422,5260.0,28.0,22.9,32.9,22.4,425.8555,27270.0,632,0.1374750559997559,True,REGULAR,USD
SPXW250422C05265000,2025-04-22 19:59:51+00:00,5287.759765625,30.56999969482422,5265.0,22.0,18.3,23.4,17.04,343.54846,25267.0,328,0.05988488952636718,True,REGULAR,USD
SPXW250422C05270000,2025-04-22 19:59:53+00:00,5287.759765625,30.56999969482422,5270.0,16.7,16.2,18.3,12.200001,283.721,43666.0,731,0.04761694580078125,True,REGULAR,USD
SPXW250422C05275000,2025-04-22 19:59:57+00:00,5287.759765625,30.56999969482422,5275.0,11.6,11.1,13.3,7.7000003,192.50003,38286.0,922,0.037363142089843746,True,REGULAR,USD
SPXW250422C05280000,2025-04-22 19:59:56+00:00,5287.759765625,30.56999969482422,5280.0,7.65,7.2,8.0,4.05,100.0,51593.0,1301,0.02088381469726563,True,REGULAR,USD
SPXW250422C05285000,2025-04-22 19:59:56+00:00,5287.759765625,30.56999969482422,5285.0,2.8,2.6,3.3,-0.5,-13.513514,42402.0,297,0.01395639373779297,True,REGULAR,USD
SPXW250422C05290000,2025-04-22 19:59:59+00:00,5287.759765625,30.56999969482422,5290.0,0.05,0.0,0.05,-2.95,-98.333336,60768.0,361,0.005564143676757812,False,REGULAR,USD
SPXW250422C05295000,2025-04-22 19:59:55+00:00,5287.759765625,30.56999969482422,5295.0,0.05,0.0,0.05,-2.6000001,-98.113205,47638.0,690,0.014170014648437501,False,REGULAR,USD
SPXW250422C05300000,2025-04-22 19:59:44+00:00,5287.759765625,30.56999969482422,5300.0,0.05,0.0,0.05,-2.3500001,-97.91667,117284.0,2220,0.021982436523437503,False,REGULAR,USD
SPXW250422C05305000,2025-04-22 19:59:47+00:00,5287.759765625,30.56999969482422,5305.0,0.05,0.0,0.05,-2.07,-97.64152,48000.0,806,0.02930658203125,False,REGULAR,USD
SPXW250422C05310000,2025-04-22 19:59:00+00:00,5287.759765625,30.56999969482422,5310.0,0.05,0.0,0.05,-1.85,-97.36842,44705.0,570,0.03650865844726561,False,REGULAR,USD
SPXW250422C05315000,2025-04-22 19:59:42+00:00,5287.759765625,30.56999969482422,5315.0,0.05,0.0,0.05,-1.63,-97.02381,33101.0,491,0.0434665966796875,False,REGULAR,USD
SPXW250422C05320000,2025-04-22 19:59:51+00:00,5287.759765625,30.56999969482422,5320.0,0.05,0.0,0.05,-1.6,-96.969696,47045.0,305,0.0503024658203125,False,REGULAR,USD
SPXW250422C05325000,2025-04-22 19:59:13+00:00,5287.759765625,30.56999969482422,5325.0,0.03,0.0,0.05,-1.4200001,-97.93103,30379.0,694,0.05713833496093751,False,REGULAR,USD
SPXW250422C05330000,2025-04-22 19:59:06+00:00,5287.759765625,30.56999969482422,5330.0,0.05,0.0,0.05,-1.4000001,-96.551735,34463.0,1391,0.06373006591796876,False,REGULAR,USD
SPXW250422C05335000,2025-04-22 19:58:21+00:00,5287.759765625,30.56999969482422,5335.0,0.03,0.0,0.05,-1.22,-97.6,16501.0,183,0.07032179687500001,False,REGULAR,USD
