contractSymbol,lastTradeDate,spx_close,vix_close,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPXW250731P06290000,2025-07-31 19:55:28+00:00,6339.39013671875,16.719999313354492,6290.0,0.03,0.0,0.05,-1.4300001,-97.945206,12743.0,1618,0.06153282226562501,False,REGULAR,USD
SPXW250731P06295000,2025-07-31 19:59:06+00:00,6339.39013671875,16.719999313354492,6295.0,0.03,0.0,0.05,-1.77,-98.333336,16092.0,1162,0.05591764404296875,False,REGULAR,USD
SPXW250731P06300000,2025-07-31 19:59:06+00:00,6339.39013671875,16.719999313354492,6300.0,0.05,0.0,0.05,-1.7700001,-98.333336,43280.0,9090,0.0503024658203125,False,REGULAR,USD
SPXW250731P06305000,2025-07-31 19:59:25+00:00,6339.39013671875,16.719999313354492,6305.0,0.05,0.0,0.05,-1.95,-98.48485,22588.0,956,0.04468728759765625,False,REGULAR,USD
SPXW250731P06310000,2025-07-31 19:59:16+00:00,6339.39013671875,16.719999313354492,6310.0,0.05,0.0,0.05,-2.15,-98.623856,32924.0,1627,0.03895004028320312,False,REGULAR,USD
SPXW250731P06315000,2025-07-31 19:59:43+00:00,6339.39013671875,16.719999313354492,6315.0,0.05,0.0,0.05,-2.4,-98.765434,36613.0,1595,0.033090723876953124,False,REGULAR,USD
SPXW250731P06320000,2025-07-31 19:59:59+00:00,6339.39013671875,16.719999313354492,6320.0,0.03,0.0,0.05,-2.84,-98.954704,64532.0,2897,0.02710933837890625,False,REGULAR,USD
SPXW250731P06325000,2025-07-31 19:59:58+00:00,6339.39013671875,16.719999313354492,6325.0,0.04,0.0,0.05,-3.16,-99.05956,75117.0,2867,0.021005883789062506,False,REGULAR,USD
SPXW250731P06330000,2025-07-31 19:59:58+00:00,6339.39013671875,16.719999313354492,6330.0,0.05,0.0,0.05,-3.39,-99.1228,95899.0,1843,0.014658291015625002,False,REGULAR,USD
SPXW250731P06335000,2025-07-31 19:59:59+00:00,6339.39013671875,16.719999313354492,6335.0,0.05,0.0,0.05,-3.97,-99.25,78973.0,1694,0.007883456420898438,False,REGULAR,USD
SPXW250731P06340000,2025-07-31 19:59:59+00:00,6339.39013671875,16.719999313354492,6340.0,0.34,0.2,0.85,-4.16,-83.033936,101265.0,1948,0.00367207275390625,True,REGULAR,USD
SPXW250731P06345000,2025-07-31 19:59:59+00:00,6339.39013671875,16.719999313354492,6345.0,5.1,4.0,6.3,0.0,0.0,81056.0,1187,0.019510537414550784,True,REGULAR,USD
SPXW250731P06350000,2025-07-31 19:59:59+00:00,6339.39013671875,16.719999313354492,6350.0,8.8,8.8,11.3,3.2000003,40.000008,141020.0,5469,0.02945916839599609,True,REGULAR,USD
SPXW250731P06355000,2025-07-31 19:59:47+00:00,6339.39013671875,16.719999313354492,6355.0,14.3,14.0,14.3,7.9,123.4375,103171.0,1620,1.0000000000000003e-05,True,REGULAR,USD
SPXW250731P06360000,2025-07-31 19:59:47+00:00,6339.39013671875,16.719999313354492,6360.0,18.8,18.7,20.0,11.299999,185.24586,92428.0,1224,1.0000000000000003e-05,True,REGULAR,USD
SPXW250731P06365000,2025-07-31 19:59:25+00:00,6339.39013671875,16.719999313354492,6365.0,22.2,23.7,26.4,14.200001,122.41382,69290.0,1070,0.05735195587158204,True,REGULAR,USD
SPXW250731P06370000,2025-07-31 19:59:56+00:00,6339.39013671875,16.719999313354492,6370.0,26.9,28.5,30.0,17.5,186.17023,81874.0,1438,1.0000000000000003e-05,True,REGULAR,USD
SPXW250731P06375000,2025-07-31 19:59:19+00:00,6339.39013671875,16.719999313354492,6375.0,33.8,33.7,34.6,23.099998,220.84122,61958.0,1347,1.0000000000000003e-05,True,REGULAR,USD
SPXW250731P06380000,2025-07-31 19:59:19+00:00,6339.39013671875,16.719999313354492,6380.0,37.4,36.9,39.0,25.300001,191.08762,63675.0,1662,1.0000000000000003e-05,True,REGULAR,USD
SPXW250731P06385000,2025-07-31 19:59:37+00:00,6339.39013671875,16.719999313354492,6385.0,42.0,40.9,46.4,28.4,208.82352,43156.0,805,0.08893733337402344,True,REGULAR,USD
