contractSymbol,lastTradeDate,spx_close,vix_close,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPXW250729P06325000,2025-07-29 19:59:47+00:00,6370.85986328125,15.979999542236328,6325.0,0.03,0.0,0.05,-0.75,-96.15385,14502.0,2455,0.05713833496093751,False,REGULAR,USD
SPXW250729P06330000,2025-07-29 19:59:27+00:00,6370.85986328125,15.979999542236328,6330.0,0.03,0.0,0.05,-0.90000004,-96.77419,15086.0,2218,0.051767294921875,False,REGULAR,USD
SPXW250729P06335000,2025-07-29 19:56:43+00:00,6370.85986328125,15.979999542236328,6335.0,0.03,0.0,0.05,-1.1,-97.34513,20191.0,1806,0.04615211669921875,False,REGULAR,USD
SPXW250729P06340000,2025-07-29 19:59:41+00:00,6370.85986328125,15.979999542236328,6340.0,0.03,0.0,0.05,-1.2900001,-97.72728,35532.0,3009,0.040414869384765614,False,REGULAR,USD
SPXW250729P06345000,2025-07-29 19:59:47+00:00,6370.85986328125,15.979999542236328,6345.0,0.03,0.0,0.05,-1.62,-98.181816,30548.0,2200,0.0346776220703125,False,REGULAR,USD
SPXW250729P06350000,2025-07-29 19:59:50+00:00,6370.85986328125,15.979999542236328,6350.0,0.03,0.0,0.05,-1.9300001,-98.46938,65328.0,4632,0.028818305664062502,False,REGULAR,USD
SPXW250729P06355000,2025-07-29 19:59:49+00:00,6370.85986328125,15.979999542236328,6355.0,0.05,0.0,0.05,-2.3300002,-97.89916,76408.0,1703,0.02271485107421875,False,REGULAR,USD
SPXW250729P06360000,2025-07-29 19:59:56+00:00,6370.85986328125,15.979999542236328,6360.0,0.05,0.0,0.05,-2.97,-98.34437,114766.0,2332,0.016489327392578128,False,REGULAR,USD
SPXW250729P06365000,2025-07-29 19:59:59+00:00,6370.85986328125,15.979999542236328,6365.0,0.03,0.0,0.05,-3.67,-99.189186,134035.0,1447,0.009897596435546874,False,REGULAR,USD
SPXW250729P06370000,2025-07-29 19:59:59+00:00,6370.85986328125,15.979999542236328,6370.0,0.08,0.05,0.15,-4.59,-98.286934,168168.0,3397,0.0034431932067871093,False,REGULAR,USD
SPXW250729P06375000,2025-07-29 19:59:59+00:00,6370.85986328125,15.979999542236328,6375.0,3.5,3.0,3.8,-2.1999998,-38.59649,132824.0,2141,1.0000000000000003e-05,True,REGULAR,USD
SPXW250729P06380000,2025-07-29 19:59:55+00:00,6370.85986328125,15.979999542236328,6380.0,8.6,8.0,9.0,1.4000006,19.444454,110015.0,2233,1.0000000000000003e-05,True,REGULAR,USD
SPXW250729P06385000,2025-07-29 19:59:47+00:00,6370.85986328125,15.979999542236328,6385.0,14.27,13.3,14.5,5.450001,61.791393,64506.0,1569,0.030069513854980467,True,REGULAR,USD
SPXW250729P06390000,2025-07-29 19:58:29+00:00,6370.85986328125,15.979999542236328,6390.0,19.27,17.9,20.1,8.17,73.6036,51189.0,1910,0.04877660217285157,True,REGULAR,USD
SPXW250729P06395000,2025-07-29 19:58:51+00:00,6370.85986328125,15.979999542236328,6395.0,23.86,22.9,25.2,10.500001,78.59283,40288.0,1130,0.05915247497558594,True,REGULAR,USD
SPXW250729P06400000,2025-07-29 19:59:47+00:00,6370.85986328125,15.979999542236328,6400.0,28.1,27.9,30.0,11.9,73.45679,36420.0,1473,0.06418782501220702,True,REGULAR,USD
SPXW250729P06405000,2025-07-29 19:57:47+00:00,6370.85986328125,15.979999542236328,6405.0,35.02,32.5,35.4,15.57,80.051414,12678.0,356,0.07969059967041016,True,REGULAR,USD
SPXW250729P06410000,2025-07-29 19:53:53+00:00,6370.85986328125,15.979999542236328,6410.0,41.3,37.9,40.5,18.32,79.7215,5027.0,243,0.0898528515625,True,REGULAR,USD
SPXW250729P06415000,2025-07-29 19:53:50+00:00,6370.85986328125,15.979999542236328,6415.0,45.33,42.9,45.5,18.020002,65.98317,2471.0,143,0.0981535498046875,True,REGULAR,USD
SPXW250729P06420000,2025-07-29 19:57:32+00:00,6370.85986328125,15.979999542236328,6420.0,51.3,47.9,50.4,19.72,62.44458,1234.0,142,0.10434855621337888,True,REGULAR,USD
