contractSymbol,lastTradeDate,spx_close,vix_close,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPXW250502P05640000,2025-05-02 19:59:49+00:00,5686.669921875,22.68000030517578,5640.0,0.05,0.0,0.05,-65.95,-99.92423,32509.0,770,0.06519489501953124,False,REGULAR,USD
SPXW250502P05650000,2025-05-02 19:59:34+00:00,5686.669921875,22.68000030517578,5650.0,0.05,0.0,0.05,-77.95,-99.93589,58841.0,2569,0.05274384765625,False,REGULAR,USD
SPXW250502P05660000,2025-05-02 19:59:13+00:00,5686.669921875,22.68000030517578,5660.0,0.03,0.0,0.05,-82.520004,-99.96365,47949.0,198,0.039804523925781245,False,REGULAR,USD
SPXW250502P05670000,2025-05-02 19:59:19+00:00,5686.669921875,22.68000030517578,5670.0,0.05,0.0,0.05,-91.21,-99.945206,79198.0,172,0.026621062011718752,False,REGULAR,USD
SPXW250502P05675000,2025-05-02 19:59:54+00:00,5686.669921875,22.68000030517578,5675.0,0.03,0.0,0.05,-96.44,-99.9689,55598.0,142,0.019663123779296878,False,REGULAR,USD
SPXW250502P05680000,2025-05-02 19:59:55+00:00,5686.669921875,22.68000030517578,5680.0,0.05,0.0,0.05,-98.049995,-99.949036,71399.0,96,0.012338978271484377,False,REGULAR,USD
SPXW250502P05690000,2025-05-02 19:59:44+00:00,5686.669921875,22.68000030517578,5690.0,0.5,2.35,3.0,-108.5,-99.54128,45684.0,455,1.0000000000000003e-05,True,REGULAR,USD
SPXW250502P05700000,2025-05-02 19:59:59+00:00,5686.669921875,22.68000030517578,5700.0,14.0,12.9,14.0,-100.1,-87.730064,18418.0,297,0.038095556640625,True,REGULAR,USD
SPXW250502P05710000,2025-05-02 19:59:46+00:00,5686.669921875,22.68000030517578,5710.0,21.7,22.3,25.0,-106.2,-83.03362,2429.0,72,0.07435007690429687,True,REGULAR,USD
SPXW250502P05720000,2025-05-02 19:58:22+00:00,5686.669921875,22.68000030517578,5720.0,30.0,31.8,35.2,-108.5,-78.33935,1265.0,217,0.09824510162353516,True,REGULAR,USD
SPXW250502P05725000,2025-05-02 19:54:33+00:00,5686.669921875,22.68000030517578,5725.0,35.0,36.7,41.2,-105.3,-75.05345,779.0,127,0.12378805908203125,True,REGULAR,USD
SPXW250502P05730000,2025-05-02 19:49:58+00:00,5686.669921875,22.68000030517578,5730.0,43.4,41.7,46.2,-62.489998,-59.014072,603.0,131,0.1343928114318848,True,REGULAR,USD
